Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
Moroccan Chicken Tagine,6,45,http://www.foodista.com/recipe/V36XNVKB/moroccan-chicken-tagine,https://img.spoonacular.com/recipes/652421-556x370.jpg,223.58,6.33,0.87,30.87,"2 Tbsp. Moroccan spice mixture (1/2 tsp. cayenne, 1/2 tsp. turmeric, 2 1/2 tsp cumin, 1 tsp. allspice, 1 tsp. cinnamon, 1/2 tsp. coriander), 1/8 c. almond slivers, 1/2 c. dried apricot halves, roughly chopped, 1 14-oz. can chick peas, drained, 1 28-oz. can whole peeled tomatoes, 1/2 cup Finely Chopped Cilantro, 1 Tbsp. extra virgin olive oil, 2 c. fat free chicken broth, 1 Tbsp. flour, 1 tsp. fresh ginger root, minced, 1 garlic clove, minced, Salt and ground black pepper, 1 Tbsp. honey, 1 onion, finely chopped, 2 large boneless skinless chicken breasts, cut into 1-inch cubes","<ol><li>In a pie plate, combine the flour and Moroccan spice mixture. Add chicken pieces and toss to coat.</li><li>Heat oil in your pressure cooker over medium-high heat. Once hot, add the chicken pieces and allow to brown for one minute per side. Remove chicken from pressure cooker and set aside.</li><li>Reduce heat to medium and add ginger and onions. Saute for three minutes, until onions are semi-translucent. Add garlic and cook for another minute.</li><li>Add the apricots, whole tomatoes, chicken broth or stock, and browned chicken pieces to the pot.</li><li>Cover, and bring to low pressure over medium-high heat. Once you have reached pressure, cook for eight minutes then remove from heat and release the pressure using the quick release method (open the steam valve).</li><li>Stir in the chick peas, almonds, and honey and let them warm for a few minutes.</li><li>Check your chicken for done-ness and taste the tagine. Adjust salt and pepper as needed. Serve over couscous and garnish with cilantro leaves.</li><li>*If using a Dutch Oven instead, follow steps 1-4 as described, then bring the mixture to a boil, reduce to a simmer, and cook for 20-25 minutes or until apricots are tender. Continue with step 6.</li></ol>"
Lemon Drop Jello Shots,4,45,https://www.foodista.com/recipe/CMVR6MT8/lemon-drop-jello-shots,https://img.spoonacular.com/recipes/649625-556x370.jpg,177.03,0.67,0.09,47.88,"6 lemons- cut in half lengthwise, 1 (3 oz. pkg.) lemon jello, 3 tablespoons sugar, 1 cup boiling water, 1/2 cup fresh lemon juice, 1/2 cup cold lemon vodka (optional)","Empty out the citrus to create a vessel.  Juice the citrus first as it makes it easier for pulp removal.  Reserve juice. Hallow out the citrus by turning them inside out and take out the pith and membrane. Make jello according to recipe above. Place citrus cups into muffin pan holes.  Pour in jello. Chill overnight - Use a sharp, straight edge knife to cut into wedges"
Aromatic perch fillets,3,45,https://www.foodista.com/recipe/5H3DPRV6/aromatic-perch-fillets,https://img.spoonacular.com/recipes/632726-556x370.jpg,397.92,10.43,1.86,34.21,"6 bay leaves, 1 tablespoon black peppercorn, 1/2 teaspoon cardamom, 1 pinch of cinnamon, allspice and ginger, 100 grams corn flour, 1 tablespoon flour, 4 cloves garlic, 1/4 teaspoon ground nutmeg, 1/2 teaspoon ground sweet paprika, 1/2 teaspoon ground pepper, 300 milliliters light beer, 1/2 cup peanut oil, 500 grams perch fillets (fresh or frozen and thawed), 1/2 tablespoon sea salt, 1 tablespoon seasoning mix (or Old Bay seasoning)","<ol><li>Mix flour and corn flour, salt and pepper.</li><li>Prepare the seasoning mix: finely grind all the spices (in a coffee mill, for example). Since you do not need the whole quantity, store the mix in an airtight glass bottle and refrigerate for future use.</li><li>Add the seasoning to flour mixture, stir.</li><li>Slowly add beer, whisking constantly until a batter consistency.</li><li>Coat filets with batter and fry in hot oil about 3 minutes on each side or until golden brown. Set aside to a warm place.</li><li>From the remaining batter form small pancakes and fry in the same oil. They make great accompaniment to the fillets.</li><li>Serve immediately with potato salad.</li></ol>"
Steak with lemon and capers,2,45,http://www.foodista.com/recipe/JKGPWDDP/steak-with-lemon-and-capers,https://img.spoonacular.com/recipes/661531-556x370.jpg,949.39,54.35,21.83,51.89,"400g beef steak (minute steak from leg), 2 tablespoons Butter, 2 Tbs capers, ¾ cup dry white wine, 1 cup flour, 2 to 3 large cloves garlic, pressed, ¼ tsp ground black pepper, 1 teaspoon lemon juice, Lemon wedges, 2 Tbs olive oil, 2 teaspoons parsley, finely chopped, ¾ tsp salt","<ol><li>Flatten the steaks lightly with a meat mallet.</li><li>Combine flour, salt and pepper, dip steaks into the mixture, coating both sides.</li><li>Saut the steaks in a hot mixture of butter and olive oil over medium heat, about 4 minutes on each side. Remove from the pan and set aside.</li><li>Saut the garlic in the same fat for about 1 minute, stirring.</li><li>Add the wine and lemon juice, stir and simmer for 5 minutes to slightly reduce the liquid.</li><li>Add capers, stir. Return the steaks to the pan, cover and simmer over low heat for 4 minutes.</li></ol>"
Chicken Porridge,4,45,https://www.foodista.com/recipe/S6FN8VYN/chicken-porridge,https://img.spoonacular.com/recipes/638257-556x370.jpg,393.05,6.53,1.58,53.46,"½ cup diced carrot, 300 grams chicken breast, 5 cups chicken stock, ¼ julienne young ginger, ½ tsp ground white pepper, 1/3 cup chopped parsley, 1 cup rice, ½ tsp salt, 3 shallots, thinly sliced, 1/3 cup diced spring onion, ½ tsp vegetable oil","<ol><li>Deep fry shallot till golden brown, drain oil and set aside.  Retain the oil for later use.</li><li>Wash rice and add oil. Mix rice and oil well.  Add chicken stock, chicken breast and carrots and bring to boil.  Turn heat to low and simmer for about 1 hour.  Stir now and then.  When porridge is thicken, turn of heat and dish out the chicken breast and shred it.  Put the shredded chicken meat back into the porridge.  Warm it before serving and garnish with spring onion, parsley, ginger and fried shallots and a few drops of shallot's oil.</li></ol>"
Creamy Shrimp Bisque,4,45,https://www.foodista.com/recipe/3FG3Z8PJ/creamy-shrimp-bisque,https://img.spoonacular.com/recipes/640700-556x370.jpg,504.07,27.51,16.25,36.45,"2 - Celery Stalks Chopped, 3 - Green Onions Chopped (white & green parts), 4 Tbs. - Butter, 1 Tbs. - Minced Garlic, 1/3 C. - Flour, 2 C. - Half & Half, 3 1/2 C. - Fish Stock, 3 Tbs. - Parsley, 12 Oz. - Cooked Small Shrimp, 1 15oz. - Can Diced Potatoes, 1 Tsp. - Cayenne Pepper, 1 Tbs. - Onion Powder, 1 Tsp. - Garlic Powder, 1 Tsp. - Old Bay, Salt & Pepper to Taste","In a medium saucepan, add the celery, onion and butter stirring occasionally until tender for about 10 minutes. When tender add the garlic and saut for another 3-4 minutes. Stir in the flour and cook for about 5 minutes to take out the flour taste then add the potatoes, half and half. Let simmer over medium heat for another 5 minutes. Stir in the fish stock, parsley and all of the seasonings then let this cook for another 10 minutes and it gets thick and bubbly. Add the shrimp meat and simmer for another 10 minutes. Side Note: My husband and I decided that even though this bisque was amazing the way it was it could also benefit from some smoky bacon. So next time, I will cook up some bacon pieces then set them aside and cook the onion and celery in the bacon drippings. Once the bisque is ladled into bowls, sprinkle the top with the crispy bacon."
Cranberry and Orange Juice Spareribs,4,210,https://www.foodista.com/recipe/KND4S2Q4/cranberry-and-orange-juice-spareribs,https://img.spoonacular.com/recipes/640349-556x370.jpg,942.05,74.63,23.95,13.4,"1 tsp. black pepper, ½ cup cranberry juice, 1 tsp. curry powder, 1 tsp. garlic powder, 1 tsp. ground cumin, ¼ cup ketchup, ½ cup orange juice, 1 tsp. salt, ¼ cup soy sauce, 4 lbs. spare ribs, ¼ cup vinegar (any kind), ¼ cup water",<ol><li>Combine all of the ingredients for the marinade in a bowl and stir.</li><li>Place ribs in the marinade and refrigerate for at least one hour or more or up to overnight.</li><li>Preheat oven to 325 degrees F.</li><li>Place the ribs in a roasting pan with the marinade.</li><li>Bake uncovered for 2 – 2 ½ hours or until the ribs are fall off the bone tender. Allow the marinade to evaporate in the cooking process.</li><li>Let the ribs cool slightly; then separate the ribs with a cooking scissor and plate.</li></ol>
Rosemary Rum Raisin Soda Bread with Pecans,16,45,https://www.foodista.com/recipe/D3WCB7PW/rosemary-rum-raisin-soda-bread-with-pecans,https://img.spoonacular.com/recipes/658803-556x370.jpg,173.48,3.61,0.8,28.95,"1/2 cup raisins, 1/3 cup dark rum, 2 cups all-purpose flour, plus 2 teaspoons for dusting the pan, 2 cups whole wheat flour, 2 teaspoons baking soda, 1 teaspoon salt, 1 tablespoon fresh rosemary, finely chopped, 1/2 cup pecans, toasted and roughly chopped, 1 1/2 cups plain yogurt, 1 tablespoon honey, 1 tablespoon milk, 3/4 teaspoon anise seeds (optional) (Sesame seeds or rolled oats are nice substitutes, if you're not an anise lover.)","Combine the rum and raisins in a small saucepan. Bring to a boil. Simmer for 30 seconds, then remove from heat. Cover and allow the raisins to macerate for at least 4 hours, but preferably overnight. When youre ready to bake the bread, preheat the oven to 375F. Coat a baking sheet with olive oil and lightly dust it with flour, or line it with parchment paper. In a large mixing bowl whisk together the flours, baking soda, salt, and rosemary. Stir in the toasted pecans. In a separate bowl combine the raisins with the rum, the yogurt, and honey. Add the wet ingredients to the dry. Mix until the dough is too stiff to stir. Use your hands to bring it together in the bowl. Add additional yogurt one teaspoon at a time if its too dry. You want a stiff, slightly tacky ball. Turn dough onto a lightly floured board and shape into a round loaf. (Dont over-knead the dough. Too much kneading will produce a tough bread.). Transfer the loaf to the prepared baking sheet. Use a sharp knife to make deep slashes across the top of the loaf, 4-6 cuts about half way through. Brush the top with milk. Sprinkle with seeds or oats if using. Bake for 40-45 minutes, until a toothpick comes out clean. When you tap the loaf, it will sound hollow. Cool on a wire rack. Serve warm or at room temperature with a generous slather of butter."
Chocolate Orange Madeleines,8,45,https://www.foodista.com/recipe/2R4XLSKW/chocolate-orange-madeleines,https://img.spoonacular.com/recipes/639125-556x370.jpg,256.8,12.33,6.62,30.66,"1 cup of all purpose flour, 1/4 teaspoon baking powder, 7 ounces of chopped Dark chocolate, 3 eggs, 1/4 cup granulated sugar (for coating cookie press/bottom glass), 1 tablespoon orange juice ( use same orange ), orange zest from 2 oranges, 1/2 teaspoon of sea salt","<ol><li>Preheat the oven to 374F.</li><li>Generously grease and liberally flour a madeleine cookie tin.</li><li>In a small bowl, combine the flour, baking Powder and salt.</li><li>Whisk together and set aside.</li><li>In a medium bowl, Beat the sugar and eggs on medium/high speed until the volume triples in size. This may take several minutes and you should have a beautiful thick 'ribbon' of batter when you lift the beaters out of the bowl.</li><li>Stir in the orange juice and orange zest.</li><li>Beginning with the flour mixture, alternate adding to the egg/sugar batter with the melted butter.</li><li>Mix only until just combined. Refrigerate for about 45 minutes to an hour.</li><li>Drop by rounded teaspoon fulls into center of the madeleine molds.</li><li>Leave the batter mounded, don't spread it out.</li><li>I found that I had to add more than a teaspoon, so adjust accordingly for the size of your mold. Don't worry if the dough does not fill out the entire mold. The cookies will take on the pretty pattern regardless of how big they become.</li><li>Bake for 10 -12 minutes or until the edges just start to turn gold and the center of the cookies spring back when lightly touched.</li><li>Remove from oven and immediately tap the tin on the counter to loosen the cookies.</li><li>Carefully remove the cookies and allow them to cool completely.</li><li>Prepare the chocolate: Melt the chocolate in a saucepan and pour into a deep dish or cup with a wide mouth. Dip half or 1/4 of each cookie into the chocolate and place on a piece of parchment paper until the chocolate is set.</li></ol>"
Chocolate Spelt Cake,8,45,https://www.foodista.com/recipe/B6XNBWP6/chocolate-spelt-cake,https://img.spoonacular.com/recipes/639209-556x370.jpg,472.34,16.47,9.27,77.74,"2 cups spelt, ½ cup unsalted butter, 1 cup warm coffee, 1 tablespoon instant coffee, 1 tsp. vanilla, 1 tsp. baking soda, ¾ tsp. salt, ½ cup brown sugar, ½ cup white sugar, 2 eggs, ¾ cup instant hot coco powder, ½ cup sour cream, ½ cup currants or raisins","Preheat Oven 350 degrees: Add tablespoon of instant coffee to the warm coffee along with the vanilla, baking soda and currants; and stir till frothy. Combine in a medium bowl the spelt, instant coco and salt. In a mix-master beat the butter, brown sugar and white sugar and mix until smooth.  Add the eggs and continue to mix; slowly add the coffee mixture and continue to mix. While still mixing on low add the spelt mixture and mix. Prepare a bundt pan with butter all around and then dust all over with the instant coco. Bake 50  55 minutes or until tooth pick test comes out clean. Let the cake cool a bit before trying to remove from pan."
Roasted Garlic & Butternut Parmesan Soup,7,45,https://www.foodista.com/recipe/GN7C65K4/roasted-garlic-butternut-parmesan-soup,https://img.spoonacular.com/recipes/658591-556x370.jpg,288.63,19.93,5.27,20.8,"1 medium Butternut squash (peeled and cut into even sized cubes), 1 medium sweet onion (like vidalia), chopped into quarters, 1 entire garlic, skin on, olive oil, sea salt, 2 cups of Chicken stock, 1 cup Parmesan or Romano Cheese, shredded, 1 cup Whole Milk","Preheat oven to 400F. In a large roasting pan, mix the butternut squash and the onion, drizzle with olive oil and sea salt. Take about 12 inches of parchment paper and place garlic in centre. Drizzle with olive oil and sea salt. Wrap tightly, and then wrap parchment in foil (I dont like putting foil directly on food, but its up to you!). Place this package beside the roasting pan in the oven. Bake for about 45 minutes or until squash is tender and garlic is mushy. Add the squash and onion (and all the pan juices) to a glass blender and blend adding stock to desired consistency. Squeeze out garlic and add (with all the olive oil from the little package) into the squash pure and continue to blend until smooth. Add to a large sauce pan and mix in milk and Parmesan. Bring to a simmer.  Simmer for 10 minutes and serve with a drizzle of Olive oil and additional Parmesan."
Siamese Fried Noodle (Mee Siam),5,45,https://www.foodista.com/recipe/DBLZMGJK/siamese-fried-noodle-mee-siam,https://img.spoonacular.com/recipes/660048-556x370.jpg,708.3,29.51,9.46,62.69,"300 grams rice vermicelli (meehoon)- soaked in water for 5 minutes, 300 grams prawns, shelled and deveined, 2 pieces firm tofu, sliced, 200 grams beansprouts, 150 grams chives, cut into 2 cm length, 80 grams dried shrimps, wash and chopped coarsely, 4 kaffir lime leaves, shredded finely, cup oil, 4 cloves garlic, 4 shallots, 1 small knob of fresh turmeric (or 1 1/2 tsp turmeric powder), 3 birds eye chillies (up to individual), 2 candlenuts, 1 stalk lemongrass, 3 tablespoons chopped ginger flower (bunga kantan), 2 teaspoons sugar, 1 teaspoon chicken stock granules, 1/2 teaspoon pepper, 2 tablespoons fish sauce, 1 tablespoon soy sauce, 1/2 tablespoon tamarind paste, 2 cups water","Heat oil in a frying pan.  Lightly fry the chopped dried shrimps and tofu separately.  Dish out and leave aside. Stir fry  the pounded ingredients and kaffir lime leaves until aromatic.  Add prawns and fry until they are half-cooked.  Dish out the prawns and set aside. Add in seasonings and bring to the boil.  Add meehoon and stir fry. Mix in dried shrimps, tofu slices, prawns, chives and beansprouts.  Toss well. Serve hot with a drizzle of lime/lemon juice."
Slow Cooker: Pork and Garbanzo Beans,6,45,https://www.foodista.com/recipe/6BFKWQ7C/slow-cooker-pork-and-garbanzo-beans,https://img.spoonacular.com/recipes/660306-556x370.jpg,586.78,14.04,3.34,48.51,"2 tsp cinnamon, 1 Tbsp dried cumin, 16 oz bag of dried garbanzo beans (rinsed, but not soaked) *1, 2 tsp ground black pepper, 1 small onion, sliced, 3lb Pork Should Roast – bone-in, 2 tsp salt, 4 cups of water (also see “Notes” at bottom of recipe) *2","<ol><li>In slow cooker layer in this order: pork, then garbanzo beans, onion, pour water over all. Mix spices together and sprinkle over pork and beans. Cover. Set on low and cook for approximately 6 hours. The beans should be tender and creamy. The pork should fall very easily from the bone. The pork can be either shredded for cubed for your preference. *3</li><li>Serving Suggestion: Scoop about 1 cup of beans with broth into a soup bowl. Top with shredded pork. Add 1/4 of an avocado sliced, top with chopped fresh cilantro.</li><li>NOTES:</li><li>*1 The beans do not need to be soaked before adding to the slow cooker. They will be perfectly soft and creamy without pre-soaking.</li><li>*2 Substitute the water for: 2 cups water and 1 bottle of good quality dark beer like Negra Modelo. You can also substitute the water for chicken stock or pork stock. Each of these substitutions will add an extra dimension of flavor.</li><li>*3 If you want to shred the pork, it is easiest to do when the pork is hot. Use two forks to pull the pork apart and shred. If you want to slice the pork (like for sandwiches) it is best to do when the pork is cold. Let the pork rest in the refrigerator for several hours or over night. Slice with a serrated knife or a very sharp chef knife.</li></ol>"
Fresh Herb Omelette,1,45,https://www.foodista.com/recipe/THWJHNSX/herb-fresh-omelette,https://img.spoonacular.com/recipes/643514-556x370.jpg,316.55,25.73,6.76,5.05,"2 eggs, 1/4 teaspoon black pepper, 1/8 cup green onion, chopped, 4 cherry tomatoes, 1 sprig of fresh basil, chopped, 1/8 cup parmesan cheese, shredded, olive oil",Stir your eggs together in a bowl with the pepper making sure to break the yolks. Heat a pan to medium-high and pour enough olive oil to cover the bottom of the pan. Pour your egg into the pan. Cook for 1-2 minutes or until the egg stops bubbling and begins to solidify. Flip the egg over and heat the other side until it is cooked through. Place on your plate. Add your toppings and enjoy!
Carrot Banana Bread,10,75,https://www.foodista.com/recipe/7TVPQJQG/carrot-banana-bread,https://img.spoonacular.com/recipes/637171-556x370.jpg,262.37,5.41,0.96,48.32,"1 teaspoon Baking Soda, 1 cup mashed ripe Banana (about 2 large), 1 1/2 cup grated Carrot (about 3 large), 2 eggs, 1 cup All-Purpose Flour, run a fork through before measuring, 1/2 cup chopped Golden Raisins, tossed with a teaspoon of flour, 1 1/2 teaspoon ground cinnamon, 3/4 cup Honey or 1 cup sugar, 3/4 cup Non-Fat Greek Yogurt, 1/2 teaspoon Nutmeg, 1/2 cup chopped Nuts, 1/2 cup Oatmeal, 1/2 teaspoon salt, 1 teaspoon Vanilla Extract, 1 cup Whole Wheat Flour, run a fork through before measuring","<ol><li>Preheat oven to 350 degrees. Butter and flour a loaf pan. Set aside.</li><li>Whisk together flour, baking soda, salt, cinnamon and nutmeg in medium mixing bowl; set aside.</li><li>In a large mixing bowl whisk the yogurt and honey together. Add eggs and vanilla. Mix well.</li><li>Add 1/4 of the flour mixture at a time and stir in - alternating with the banana and ending with the flour mixture. Scrap down sides and just mix until incorporated; don't over mix.</li><li>Add carrot, raisins and walnuts. Stir until evenly mixed throughout. Spoon into the greased loaf pan. Sprinkle sunflower seeds over top if desired.</li><li>Bake 55-60 minutes until a toothpick comes out clean. Cool for 15-20 minutes. Remove from pan and continue cooling on wire rack. Frost with cream cheese frosting if desired.</li><li>In a medium mixing bowl with an electric mixer beat cream cheese, butter, and vanilla together on low-medium until fluffy.</li><li>Add a cup and a half of sugar and a tablespoon of milk. Beat. Add more sugar and milk in small amounts beating after each addition until you get the consistency you want.</li><li>Beat for two minutes on low until light and fluffy.</li></ol>"
Oven-Baked Feta Cheese Dip,4,45,https://www.foodista.com/recipe/5KMXH3D3/oven-baked-feta-cheese-dip,https://img.spoonacular.com/recipes/654241-556x370.jpg,199.59,15.15,9.12,3.75,"1 cup crumbled feta cheese, 3 cloves of garlic, minced, 1/4 cup of your favorite tomato sauce (I use my homemade sauce), 1/2 cup part-skim mozzarella cheese, shredded, 1/2 cup mild cheddar cheese, shredded","Preheat oven at 400. In a small oven-safe baking dish, or a clay pot, layer the crumbled cheese, covering the entire bottom of the dish. Sprinkle the minced garlic on top of the feta cheese. Spoon the tomato sauce, covering the entire cheese and garlic mixture. Mix together the mozzarella cheese and the cheddar cheese; layer on top of the tomato sauce. Bake it in the oven for 15 minutes, or until the cheese is melted. Serve it warm with a side of flatbread or tortilla chips."
Homemade King Ranch Chicken Casserole,6,65,https://www.pinkwhen.com/king-ranch-chicken-casserole/,https://img.spoonacular.com/recipes/715437-556x370.jpg,554.22,29.32,15.56,36.59,"¼ cup butter, 2 cooked and cubed chicken breasts, 1 (10.5oz) can Cream of Chicken Soup, 1 (10.5oz) can Cream of Mushroom Soup, 2 (10oz) cans Tomatoes and Green Chilis, 1 (10 count) package flour tortillas (torn into bite sized pieces), 2 cup package Mexican Cheddar Jack shredded cheese, 1 medium onion","If you haven't already, cook your chicken breasts by boiling them in water for 20 minutes, or until juices run clear when cut into. Then cube and set aside.Preheat the oven to 350. Chop the onion into small pieces and saute in  cup butter over medium heat for 5 minutes or until slightly translucent. Turn heat down to low and add both cans of soup, stirring until mixed well. Remove from heat and set aside.In a prepared 9 x 13 baking dish place a layer of tortillas to cover the bottom of the dish. Add a thin layer of tomatoes and green chilis, a thin layer of the soup mixture, a thin layer of chicken, and top with cheese. Add another thin layer of tortillas, tomatoes and green chilis, soup mixture, chicken, and cheese. Keep doing the layers until you run out of space, finally covering the dish with the remaining cheese.Bake in the preheated oven on 350 for 45 minutes, or until cheese is turned a golden brown. Allow to cool before serving."
"Greek-Style Baked Fish: Fresh, Simple, and Delicious",4,30,https://fullbellysisters.blogspot.com/2012/04/greek-style-baked-fish-fresh-simple-and.html,https://img.spoonacular.com/recipes/716408-556x370.jpg,344.33,12.4,3.62,28.01,"1 bell pepper, Cooked rice, for serving, 1 tsp Dried basil, 2 – 3 oz. of crumbled feta cheese per pound of fish, 1 lb fish fillets, 2 Tablespoons olive oil per pound of fish, 1 tsp dried oregano, Freshly ground pepper, 1/2 Red onion, Salt & pepper, 1 tomato, ¼ cup white wine","<p><span class=""Apple-style-span"">Preheat the oven to 450 degrees F. Choose an oven-proof baking dish that your fish will fit in without overlapping and spray it with cooking spray.</span></p><p><span class=""Apple-style-span"">Lay the fish fillets in the baking pan in a single layer, season with salt and pepper, then top the fish with red onion and bell pepper.</span></p><p><span class=""Apple-style-span"">Sprinkle with dried basil and oregano, the tomato, and the feta cheese, then drizzle the white wine and olive oil over top. Grind some fresh pepper over the top.<br></span></p><p><span class=""Apple-style-span"">Bake uncovered for about 12 – 15 minutes or until the fish flakes easily with a fork. Squeeze the lemon wedges over the cooked fish, garnish with the fresh basil and/or oregano and serve with hot cooked rice.</span></p>"
Crab Wontons,12,45,https://www.foodista.com/recipe/ZM4M52TG/crab-wontons,https://img.spoonacular.com/recipes/640323-556x370.jpg,46.53,0.81,0.18,5.41,"1 can 6 oz. white crabmeat, drained and chopped, 4 oz. fat free cream cheese, softened, 2 tablespoons reduced fat mayonnaise, 1/4 tsp. soy sauce, 1/4 tsp. garlic, minced, 1/4 tsp. onion powder, fresh ground pepper to taste, 12 won ton wrappers","Preheat oven to 350F. Spray a mini muffin tin with nonstick cooking spray. In a medium bowl, combine crab meat, cream cheese, mayonaise, soy sauce, garlic, onion powder,and pepper.  Mix until well combined. Place 1 won ton wrapper in each 12 mini muffin cups. The edges of the won ton wrappers will extend beyond the mini muffin tin cups and may need to be folded slightly. Fill the center of each won ton cup with crab mixture. Bake 15 to 20 minutes or until edges of cups are golden brown and filling is heated through."
Cottage pie with Quorn mince,3,45,https://www.foodista.com/recipe/DBFR2JQG/cottage-pie-with-quorn-mince,https://img.spoonacular.com/recipes/640185-556x370.jpg,629.21,27.72,7.22,73.91,"750 g of potatoes, peeled and chopped, 25 g butter, 3 tbsp of milk, 1 tbsp dried parsley, 400 g Quorn mince, 1 medium onion finely chopped, 1 bay leaf, 2 carrots finely chopped, 4 garlic cloves, crushed, 2 green chillies finely chopped, 2 tsp cumin powder, 1 tbsp fresh rosemary, chopped, 400 g can of chopped tomatoes, 200 ml water, 1 veg stock cube (You can use chicken or beef if you wish), 1 egg, beaten, Salt and pepper to taste, Oil","Add the stock cube to 200 ml of boiling water and keep aside to dissolve. Bring a saucepan of water to a boil. Add the potatoes and cook until tender - around  15 to 20 minutes. Drain the potatoes, remove in the saucepan and mash till smooth. Add the butter, parsley and milk, mixing thoroughly. (Add more milk if required) Preheat the oven to 200 C. In a large frying pan, heat a tablespoon of oil. Add the onion, carrots, garlic, green chillies and the bay leaf and fry for 4-5 minutes on medium heat. Add the frozen Quorn mince  and the cumin powder and cook for further 5 minutes. Then add in the tomatoes, chopped rosemary and stock. Bring to a boil and turn off the heat. Remove the bay leaf and transfer the Quorn mince to an oven proof dish in a single layer. Add the mashed potatoes on the top, covering the quorn mince and fluff the mash layer with a fork. Lightly brush the surface with a beaten egg. Cook in the oven for 20-25 minutes. * You can also add a layer of grated cheese on top of the potatoes. Skip the egg if using cheese."
Indian-Spiced Ground Beef Main Dish,4,45,http://www.foodista.com/recipe/JJJPDFJX/ground-beef-with-spinach-and-mint,https://img.spoonacular.com/recipes/645961-556x370.jpg,465.67,35.89,10.83,11.67,"3 tablespoons canola oil, 1 teaspoon red chilli powder, 1/2 cup cilantro, 1 inch cinnamon stick, 1/4 cup fresh mint leaves, 10 ounces frozen spinach, thawed, 1/4 teaspoon garam masala, 1 garlic glove, minced, 1 teaspoon ginger paste, 3 green cardamom pods, 2 hot green chillies, finely sliced (less if you don't, 1 pound ground beef, 1/2 teaspoon ground cumin, 1/4 teaspoon ground black pepper, 1/2 cup onion, chopped, 1 cup plain yogurt, whipped smooth, 1/2 teaspoon Salt","<ol><li>Make a paste by pureeing the spinach, cilantro and mint in a food processor, with a tbsp or two of water. (don't go overboard on the mint otherwise the whole paste tastes bitter)</li><li>Heat the oil on medium and throw in the cardamom pods, cloves and cinnamon stick. After 1 minute add the onion and saute till golden-brown.</li><li>Then put in the green chillies, chopped garlic and ginger and cook for another minute.</li><li>Stir in the beef, red chilli powder, ground cumin, garam masala, ground black pepper, salt and cook on medium-high heat for 10 mins, stirring often.</li><li>Add half of the yogurt and mix well till incorporated and cook for another 2 mins.</li><li>Put in all of the green paste, mix well, and simmer for 10 mins.</li><li>Stir in the rest of the yogurt, cooking the whole thing for a further 5 mins. Taste for salt. Serve hot with parathas and fresh tomato salsa!</li></ol>"
Chilled Lettuce Soup,2,45,https://www.foodista.com/recipe/SF2MWQZM/chilled-lettuce-soup,https://img.spoonacular.com/recipes/638603-556x370.jpg,244.36,8.89,2.13,31.96,"1 1/2 cups (340gr, 12oz) chicken stock, 1 slice bacon (8gr, 0.3oz cooked) , fried crisp and crumbled, 2 tablespoons fresh snipped basil, 2 tablespoons fresh snipped tarragon, 4 cups (144gr, 5oz) shredded lettuce, 2 teaspoons olive oil, 1 small potato (85gr, 3oz), chopped, 1 medium shallot (45gr, 1.6oz), chopped, 4 teaspoons plain yogurt or sour cream","<ol><li>Heat oil in saucepan and saut shallot for 2 minutes.</li><li>Add potato and stock, bring to a boil.  Cover and simmer 15 minutes.</li><li>Stir in the lettuce and tarragon.</li><li>When lettuce has wilted (almost immediately) remove from heat and pure in a blender.   Refrigerate until chilled.</li><li>When ready to serve, ladle into bowls, spoon 2 tsp of yogurt onto each serving, sprinkle with bacon and basil.</li></ol>"
Chicken thighs wrapped in prosciutto,3,45,http://www.foodista.com/recipe/NJJ7QPLQ/chicken-thighs-wrapped-in-prosciutto,https://img.spoonacular.com/recipes/638385-556x370.jpg,340.7,15.72,4.47,1.52,"1 Tbs fresh basil, chopped, 1 Tbs fresh thyme, chopped, 1 lemon, juiced, 6 thin slices prosciutto, 6 chicken thighs, boned out, skinless","<ol><li>Marinate the chicken with the thyme, basil, lemon juice and lemon peel for 1 hour.</li><li>Remove and drain the excess marinade, then wrap each piece of meat in the prosciutto.</li><li>Place onto a roasting tray and cook for 25 minutes in the oven at 200C.</li><li>Serve with chilled beetroot salad.</li></ol>"
Quick Chicken Enchilada Soup,4,45,https://www.foodista.com/recipe/WSQ5JZ7W/quick-chicken-enchilada-soup,https://img.spoonacular.com/recipes/657579-556x370.jpg,645.61,25.33,9.27,72.67,"1 (15 oz) can of corn, drained, 1 (15 oz) can black beans, drained and rinsed, 1 14.5-ounce can diced tomatoes (I used the kind with sweet onion in it), 1 (12.5 oz) can Swanson Premium Chunk Chicken, drained and broken up, 1 (10 oz) can enchilada sauce, 1 (10 3/4 oz) can Campbell's cream of mushroom soup, 1 1/2 cups milk (I used skim), tortilla chips, shredded cheese","In a large sauce pan, combine corn, beans, tomatoes, chicken, enchilada sauce, mushroom soup, and milk. Cook over medium heat while stirring for 15 minutes. Serve over tortillas chips and topped with shredded cheese."
