Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
Penne Pasta with Broccoli and Cheese,4,45,https://www.foodista.com/recipe/SJS46FPS/penne-pasta-with-broccoli-and-cheese,https://img.spoonacular.com/recipes/655575-556x370.jpg,269.04,2.16,0.72,51.26,"8 oz of penne pasta (I used Trader Joe's High Fiber Pasta), 4 cups of water, 1 cup low sodium chicken broth, 5 cups broccoli florets (I used frozen), 1/2 Tbsp. basil leaves, 1/4 tsp. ground pepper, 2 cloves garlic, minced, 8 tsp. Parmesan cheese","In a large pot add water and bring to a boil. Add pasta and cook until done, about 6 minutes. Meanwhile, heat the broth, basil, black pepper, garlic and broccoli in a large skillet over medium heat bring to a boil. Reduce the heat to low. Cover and cook until the broccoli is tender-crisp. Add the pasta to the broccoli mixture and toss to coat. Add cheese to the pasta mixture Serve and enjoy! Makes 4 servings, about 2 cups or so Calories per serving:  235,  Fat:  2.5.  Cholesterol:  5,  Sodium:  138,  Carbs:  40.3,  Fiber:  8.5,  Sugar:  3.3,  Protein:  12"
Maple-Glazed Apple Cookies,18,45,https://www.foodista.com/recipe/ZCJS73TL/maple-glazed-apple-cookies,https://img.spoonacular.com/recipes/650939-556x370.jpg,181.39,5.63,3.41,31.46,"2 cups chopped apple, 1 teaspoon baking soda, 1 cup brown sugar, 1/2 cup butter, 1 teaspoon cinnamon, 1 egg, 2 cups flour, 1/4 teaspoon ground cloves, 1/4 teaspoon maple flavoring, 1/4 cup milk, 1/4 teaspoon nutmeg, 1 cup powdered sugar, 1 teaspoon salt","<ol><li>Preheat oven to 400 degrees F.</li><li>Cream 1/2 cup butter and sugar together in a large mixing bowl until light in color, about 1-2 minutes. Add egg and 1/4 cup milk; stir to combine. Add remaining dry ingredients (except apple) and stir just until combined. Gently fold in the apples.  Drop by heaping tablespoons onto a greased baking sheet.</li><li>Bake at 400 for about 10-12 min or until tops don't look wet anymore.</li><li>To make the glaze, whisk together 1 tablespoon melted butter, 1 cup powdered sugar, 1/4 tsp maple flavoring, and 3 tablespoons milk in a small bowl. When the cookies have cooled for a few minutes, drizzle each cookie with glaze.</li></ol>"
Mediterranean semolina cake,10,45,https://www.foodista.com/recipe/DYTGRRYD/mediterranean-semolina-cake,https://img.spoonacular.com/recipes/651434-556x370.jpg,550.76,34.03,4.63,54.8,"180g sugar, 5 eggs, 220ml yoghurt, Zest 1 lemon, Zest 1 orange, 225g almond meal, 200g semolina, 1 tsp baking powder, 200ml olive oil, 1 handful almonds, peeled, chopped, 1 handful raisins, 2-3 Tbs dry cranberries, 100ml honey, Juice of 1 orange","In a mixer, whisk the eggs and sugar until thick and pale in colour. Add the yoghurt and zest of the citrus. Gradually add all the dry ingredients and combined well. Incorporate the olive oil and mix. Pour into the round baking tin (20-23cm) lined with baking paper (or use a silicone round mold for cakes) and bake for 35 minutes at 180C (160C fan) or if pierced with a skewer it comes out clean. Remove cake from the oven and pierce all over with a skewer. Pour the syrup all over the cake and cool slightly before serving. Syrup Add almonds, raisins, cranberries, honey and orange juice to a pot and bring to the boil. Cook for 1 - 2 minutes."
"Frittata with Mushrooms, Thyme, and Parmigiano Cheese",8,45,https://www.foodista.com/recipe/ZPHDGMDB/frittata-with-mushrooms-thyme-and-parmigiano-cheese,https://img.spoonacular.com/recipes/643859-556x370.jpg,189.6,8.02,3.22,8.72,"3/4 cup egg replacement, 3 jumbo eggs, 16 ounces fresh mushrooms (of your choice), wiped clean, stems trimmed, sliced, 1 1/2 tablespoons chopped, fresh thyme leaves, 6 green onions, sliced, fresh ground black pepper to taste, 1/4 cup half and half (or you can use whole milk), 1/2 cup Parmigiano cheese, fresh and finely grated, salt","<ol><li>Pre-heat oven on to 350 degrees (later you'll change it to ""Broil"").</li><li>Heat an 8-inch ovenproof skillet over medium-high heat.</li><li>Coat pan with cooking spray or butter.</li><li>Add mushrooms and green onions to pan; saut 12 minutes or until mushrooms are nicely browned.</li><li>In a medium bowl, add the eggs and egg replacement.</li><li>Add the half and half.</li><li>Add the Parmesan cheese.</li><li>Add the thyme and any additional herbs that you like.</li><li>Add salt and pepper and whisk everything together.</li><li>Pour the egg/cheese mixture into the same pan with the sauteed mushrooms and green onions.</li><li>Heat pan over medium heat.</li><li>Cook, covered, for about 6 minutes or when it is just a little bit liquid-y/runny on the top.</li><li>At that point, place the pan into the oven and cook on 350 for another 5 - 10 minutes.</li><li>Once the frittata is completely set and cooked (not runny on top) change the oven temperature to ""Broil"".</li><li>Place the pan on the lowest rack of the oven and broil for about 2 minutes or until a golden brown color forms on the top.</li></ol>"
Cinnamon Twists,14,45,https://www.foodista.com/recipe/MM3F6P6J/cinnamon-twists,https://img.spoonacular.com/recipes/639492-556x370.jpg,192.65,14.29,3.23,15.44,"1 package active dry yeast, cup butter or margarine, 2 eggs, 1 cup milk, 1/2 teaspoon salt, cup sugar","<ol><li>Combine 2 cups flour with yeast.</li><li>Heat and stir milk, butter or margarine, sugar and salt until warm and butter is almost completely melted.</li><li>Add this  to the flour mixture along with the eggs.</li><li>Beat with an electric mixer on low speed for 30 seconds, scraping the bowl, then beat on high speed for approx. 3 minutes. Stir in as much of the remaining flour ( 2 to 2 1/3 cups) as you can.</li><li>Turn out onto a lightly floured surface. Knead in enough remaining flour to make a moderately soft dough that is smooth and elastic (about 3 - 5 minutes). Shape into a ball. Place in a lightly greased bowl. Cover and let rise in a warm place till double in size. (About 1 hour)</li><li>Punch dough down. Divide in half. Cover and let rest 10 minutes.</li><li>Roll half of the dough into a 12x8 inch rectangle. Melt 3 tablespoons butter or margarine; brush half over the dough. combine 3/4 cup sugar and 2 1/2 teaspoons ground cinnamon; sprinkle half of the mixture over dough. Fold dough in half and then in half once more. Cut strips of dough along the short end and twist sealing the seams.</li><li>Place in a baking sheet. Cover; let rise till nearly double about 30 minutes.</li><li>Bake in a 375 degree oven for 20 to 25 minutes. (Be sure to check them, they brown easily.)</li><li>For the sugar glaze combine 1 cup sifted powdered sugar with 1/4 teaspoon vanilla and 1 tablespoon milk. Continue to add milk 1 teaspoon at a time until you get a drizzling consistency.</li></ol>"
Easy Eggplant Parmesan,4,45,https://www.foodista.com/recipe/XQNPGJDB/easy-eggplant-parmesan,https://img.spoonacular.com/recipes/641962-556x370.jpg,287.89,12.26,2.28,26.15,"3 tablespoons olive oil, 1 onion, chopped, 1 garlic clove, minced, 1/2 jar pasta sauce, 1 1/2 pounds eggplant, sliced, 2 cups bag of Italian Style Cheese, 1 cup basil leaves, chopped","Put the eggplant on a baking sheet and brush with olive oil. Place under the broiler until soft. Remove and allow to cool. Meanwhile, heat the sauce in a small saucepan. Heat the remaining oil and cook the onion for 5 minutes. Then add the garlic and cook for an additional minute. Add the onion and garlic to the sauce. Arrange the eggplant across the bottom of a 8 x 6 baking dish and then scatter cheese on top. Repeat layers until you run out of eggplant. Finish off with sauce, basil and remaining cheese. Bake for 40 minutes and 375. Optional: If you prefer you can fry the eggplant in a bit of olive oil. Then, soak up oil on a paper towel."
Caribbean black bean and sweet potato soup,6,45,https://www.foodista.com/recipe/4YVH7XVD/caribbean-black-bean-and-sweet-potato-soup,https://img.spoonacular.com/recipes/637099-556x370.jpg,190.05,4.95,3.9,34.89,"1 pound dry organic black turtle beans, 2 tablespoons organic coconut oil (or olive oil), 1 organic onion, chopped (I used sweet yellow), 4 jalapenos, seeded and chopped, 2 tsp ground ginger, 1/2 tsp ground allspice, 1/2 tsp thyme, 2 tsp course sea salt, 8 cups of vegetable broth or water, 4 cups local or organic sweet potatoes peeled and chopped into 1/2 inch cubes, 1 tbsp brown sugar, 1 bunch organic green onions, thinly cut, 1/2 cup fresh cilantro, chopped","Rinse beans and place in a large bowl. Cover beans with   4 inches of water and soak overnight (or 8 hours). Strain and rinse black beans. In a large soup pot, heat the oil over medium heat. Add onion and jalapeno and saut for 10 minutes, until soft. Add beans and vegetable broth or water. Stir in ginger, allspice, thyme and salt. Bring to a boil, then reduce heat and simmer for 1 hour 30 minutes. Add sweet potatoes and brown sugar and simmer for an additional 30 minutes, until beans and sweet potatoes are soft. Puree 1 cup of the soup in a blender and then add it back into the soup pot. Stir in cilantro and green onion. Salt and pepper to taste."
"Duck with Dried Cranberries, Tangerines and Mascarpone Sauce",2,45,https://www.foodista.com/recipe/DMCN64B3/duck-with-dried-cranberries-tangerines-and-mascarpone-sauce,https://img.spoonacular.com/recipes/641720-556x370.jpg,70.5,6.8,4.21,0.74,"duck breast, skin scored, Juice of 6 tangerines, 2 tablespoons Mascarpone, Salt and pepper, ¼ to ½ cup of dried cranberries","<ol><li>Preheat oven at 350. In an ovenproof skillet heat a shadow of oil on high heat. Generously salt and pepper both sides of the duck breast. When the skillet is hot, add the duck skin side down. Cook until the skin is golden brown, about 5 minutes, turn to the other side and cook for 3 minutes. Turn again, skin side up, discard all of the fat from the pan and place in the hot oven. Cook for another 10 to 15 minutes.</li><li>Remove from the oven and cover with aluminum foil to keep warm.</li><li>Meanwhile in a separate small sauce pan place the dried cranberries and the tangerine juice. Cook over medium heat until the cranberries have softened and the juice is reduced. Lower the heat and add the mascarpone. When the mascarpone is melted and the juice starts to thickens, remove from the heat. With an immersion hand held mixer, puree the mascarpone, tangerine-cranberries sauce until nice and smooth. Add less than a tablespoon of the juices from the duck. Mix well. Return the pan to the heat and warm for a minute or so.</li><li>Spread the sauce on the bottom of the plate and serve the duck sliced over it.</li></ol>"
Sterling Cooper Blini with Caviar,16,45,https://www.foodista.com/recipe/FR7746PB/sterling-cooper-blini-with-caviar,https://img.spoonacular.com/recipes/661602-556x370.jpg,83.52,7.03,4.22,3.84,"1/2 teaspoon baking powder, 1/2 cup butter, Caviar, for topping, 1 egg, 1/2 cup sifted all-purpose flour, ¾ cup milk, 3 tablespoons sour cream, plus additional for topping blini, 1/2 teaspoon sugar","<ol><li>In a large bowl, sift the flour and baking powder together. Add the milk, sugar and 2 tablespoons sour cream. Beat the egg until frothy, add to batter and stir well. Let batter stand for 20 minutes.</li><li>Melt butter on a griddle or large skillet.  Fry small (2-3 inch) pancakes in very hot butter. Drain on paper towels. Top each blini with sour cream and caviar before serving.</li></ol>"
"Goat Cheese, Fig And Proscuitto Crostini",6,45,https://www.foodista.com/recipe/BWPSNJRJ/goat-cheese-fig-and-proscuitto-crostini,https://img.spoonacular.com/recipes/644965-556x370.jpg,467.03,15.03,2.97,77.56,"15 biscuit type crackers, 1 small jar fig jam, 2 ounces shaved prosciutto, 1 ounce white peppercorns cracked",Preheat oven to 350 degrees. Spread  tsp. of fig jam on each cracker. Place a small piece of prosciutto on each cracker. Slice the goat cheese. Place 1 slice of the goat cheese on each prepared cracker. Arrange on sheet trays. Bake in the oven for 10 -12 minutes until the edges of the cheese start to brown. Remove from the oven and top with cracked white pepper.
Apple- Pomegranate Crisp,12,45,https://www.foodista.com/recipe/CZY3Y63X/apple-pomegranate-crisp,https://img.spoonacular.com/recipes/632622-556x370.jpg,294.87,10.58,3.11,49.84,"BAKED APPLES, 5 medium Pink Lady apples, peeled, cored and thinly sliced, 1/2 cup POM Wonderful pomegranate juice, 3/4 cup light brown sugar, 1/2 teaspoon ground cinnamon, 1/2 teaspoon ground allspice, 1 tablespoon lemon juice, 1 tablespoon corn starch, 2 cups old-fashioned rolled oats, 1/2 cup unbleached all-purpose flour, 1/4 cup apple juice, 1/4 cup POM Wonderful pomegranate juice, 1/8 cup canola oil, 1/4 light brown sugar, 1/4 teaspoon salt, 1/2 cup chopped walnuts, 1/4 cup unsalted butter, melted","Preheat oven to 425 degrees. Mix all baked apple ingredients in a large bowl until apples are well-coated. Spread evenly in a 9 x 9"" pan or a 7 x 12"" glass pan. Place into oven and bake, uncovered, for 10 minutes. While apples are baking, mix the topping. You can use the same large bowl you just dumped your apples out of. Throw all topping ingredients into the bowl and stir until everything is evenly coated. When apples are done baking, spread topping mixture evenly over the top of the apples. Bake for an additional 15 minutes."
Farmer's Market Wild Mushroom Risotto,6,45,https://www.foodista.com/recipe/4C8YNZY6/farmers-market-wild-mushroom-risotto,https://img.spoonacular.com/recipes/642595-556x370.jpg,569.36,29.29,7.28,60.95,"2 cups Arborio rice, 2 Bay leaves, 2 tablespoons butter, 1/2 cup Parmesano-Reggian cheese, 8 cups chicken broth, 1/2 pound crimini mushrooms, sliced, 3/4 cup dry white wine, 2 cloves of garlic, minced, 1/2 pound morel mushrooms, sliced, 3 tablespoons olive oil, 1 onion, finely chopped, divided, 2 tablespoons Italian parsley, chopped, Salt and pepper, 2 Ts fresh thyme, chopped, Truffle oil, for finishing","<ol><li>Heat the chicken broth in a medium saucepan and keep warm over low heat.</li><li>Heat 1 tablespoon of oil in a large skillet over medium heat. Add 1/2 onion and 1 clove garlic, cook, stirring, until translucent, about 5 minutes.</li><li>Add the fresh mushrooms, herbs and butter. Saute for 3 to 5 minutes until lightly browned, season with salt and pepper. Season with salt and fresh cracked pepper. Saute 1 minute then remove from heat and set aside.</li><li>Coat a saucepan with remaining 2 tablespoons of oil. Over medium heat, saute the remaining 1/2 onion and garlic clove. Add the rice and stir quickly until it is well-coated and opaque, 2-3 minutes.</li><li>Add vegetable stock and cook for 20 minutes without the lid on.</li><li>Stir in wine and cook until it is nearly all evaporated.</li><li>With a ladle, add 1 cup of the warm broth and cook, stirring, until the rice has absorbed the liquid. Add the remaining broth, 1 cup at a time, cooking and stirring, allowing the rice to absorb each addition of broth before adding more. The risotto should be slightly firm and creamy, not mushy.</li><li>Transfer the mushrooms to the rice mixture.</li><li>Stir in Parmesan cheese, cook briefly until melted. Top with a drizzle of truffle oil and chopped parsley before serving.</li></ol>"
Summer Rolls,6,45,https://www.foodista.com/recipe/M3JPWB48/summer-rolls,https://img.spoonacular.com/recipes/662243-556x370.jpg,291.28,8.5,1.2,47.23,"1 avocado, stoned, peeled and cut into strips, 1/2 cucumber, julienned, fresh cilantro, chopped, to taste, 2 cloves garlic, minced, 1 tablespoon lemon grass, pureed, 1/4 pineapple, julienned, 1 red bell pepper, julienned, 16 pieces of rice paper, 1 cup vermicelli, cooked, 2 teaspoons sesame oil, 3 tablespoons soy sauce, 2 teaspoons sugar, 1 cup spicy tofu, cut into strips and marinated, 1 tablespoon sambal oelek, 1 tablespoon sambal oelek","<ol><li>Place all marinade ingredients in a zip lock bag.</li><li>Seal bag and shake to coat the tofu.</li><li>Place in the fridge for at least half an hour or up to one day.</li><li>When ready to assemble rolls, place a piece of rice paper in a shallow pan of water.</li><li>Leave in water, turning once, until the sheet is flexible.</li><li>Place on a flat moist surface and arrange piece of avocado and a piece of tofu near the edge of the rice paper that is closest to you.</li><li>Add 2-4 pieces of cucumber, pineapple, and red bell pepper each.  Top with a small amount of vermicelli and a few sprigs of cilantro.</li><li>Take the edge of the rice paper and holding the filling tightly begin to roll as if rolling a burrito.  Make sure to fold the sides inward as you go.</li><li>Place finished roll on platter to dry.</li><li>Repeat steps until you run out of ingredients.</li><li>Serve with thai chili sauce or spicy peanut sauce.</li></ol>"
Raw Vegan Chocolate and Raspberry Cake,12,45,https://www.foodista.com/recipe/CDSD8KXF/raw-vegan-chocolate-and-raspberry-cake,https://img.spoonacular.com/recipes/658007-556x370.jpg,565.24,32.8,8.55,68.73,"Crust, - 3 cups raw walnuts, - 2/3 cup raw cocoa / carob powder, - a pinch of sea salt, - 1 cup dates, pitted, Chocolate cream, - 1/4 cup honey (or any other healthy sweetener), - 3 bananas, ripe, - 1/3 cup cocoa/carob, - about 1 1/2 cups raspberries, - 5 tbsp dark chocolate flakes( I used 85% cocoa)",Go to my blog for the full instructions: http://gourmandelle.com/raw-vegan-chocolate-and-raspberry-birthday-cake/
Almond Nut Butter,16,45,https://www.foodista.com/recipe/LQJQ8PPH/almond-nut-butter,https://img.spoonacular.com/recipes/632155-556x370.jpg,119.0,9.68,1.11,5.7,"2 cup raw almonds, 1 tbsp maple syrup, 1 tsp ground cinnamon, 1 1/2 tsp pure vanilla extract, 1 oz dark chocolate","Preheat oven to 300 degrees and line a baking sheet with parchment paper. In a large bowl, mix together the almonds and maple syrup . Spread out almond mixture onto baking sheet and bake for 15 minutes, stir and place back in oven for another 15 minutes. Remove from oven and allow the almonds to cool. In food processor add almonds and process until you see it form into a ball.  (NOTE:  You will have to scrape down the sides a few times, like 10.)  Add you cinnamon and vanilla extract and then process until drippy.  The whole process takes about 10  15 minutes.   When your right at the end I add the chocolate and process until all melted in, about 1 more minute. Makes about 16 Tablespoons or a smidge over 1 cup Calories per Tablespoon:  92,  Fat:  7.4,  Sodium:  30,  Potassium:  3.3,  Carbs:  4.7,  Fiber:  1.7,  Sugar:  1.8,  Protein:  3.1"
Dump Cake,12,45,https://www.foodista.com/recipe/WGSFVKKC/dump-cake,https://img.spoonacular.com/recipes/641745-556x370.jpg,305.42,9.33,5.68,55.26,"1 can crushed pineapple, 1 can pie filling (your choice), 1 pkg cake mix, 1 stick of butter","Spread pineapple in bottom of a 9X13 pan Cover with pie filling Cover with cake mix Cut butter into small pieces and place evenly over cake mix Bake 350 for 1 hour Serve Old School with Cool Whip, or fresh whipped cream"
Hawaiian Chicken Chili,8,45,https://www.foodista.com/recipe/Z7C777S3/hawaiian-chicken-chili,https://img.spoonacular.com/recipes/646358-556x370.jpg,435.14,24.02,18.13,36.02,"• Jamaican AllSpice, • 1 can Coconut Milk, • 2 Organic Carrots, • 3 Organic Chicken Breasts, • 32 oz. Organic Chicken Broth, • Organic Cilantro, • Coconut Flakes, • Cumin, • 4 Garlic Cloves, • 2 Cans Great Northern Beans, 1/2 cup Long Grain Brown Rice, • 1 Pineapple, • Sea Salt, sour cream, • Organic Thyme, • 1 white onion, • white pepper","<ol><li>Cut 1/2 of a pineapple into small cubes. Add to food processor.</li><li>Puree pineapple until liquified.</li><li>Cut chicken into cubes. Add to pan. Pour puree'd pinapple over top. Cook chicken.</li><li>Chop 1/2 onion.</li><li>When chicken is almost fully cooked, add onion to chicken &amp; pineapple mixture.</li><li>Add a scoop of Coconut Milk to chicken mixture. Add a tablespoon of white pepper. Add  4 cloves of pressed garlic.</li><li>Grab a small bunch of cilantro and few sprigs of thyme. Chop them.</li><li>Add cilantro and thyme to chicken mixture.</li><li>Once chicken is fully cooked and onions are almost see through, scoop mixture into food processor. Lightly grind food until chicken looks shredded.</li><li>Grate 2 medium sized carrots finely.</li><li>Pour in a new pan 1 can of coconut milk, 32 oz. chicken broth, 1 can of water. Add 2 cans Great Northern Beans &amp; Shredded chicken mixture. Mix well. Bring to a boil. Then simmer. Add carrots.</li><li>In another pan, add 1 cup of water. 1 tsp garlic, 1/4 tsp. cumin, 2 tbsp. coconut flakes, sea salt, 4 dashes of Jamaican Allspice. Add 1/2 cup Long Grain Brown Rice.</li><li>Cook rice until al dente. (Still slightly crunchy.)</li><li>Add rice to simmering mixture. Simmer until carrots and rice are cooked thoroughly.</li><li>Serve with sour cream.</li></ol>"
Pan Seared Salmon,2,25,https://www.foodista.com/recipe/ZCMGYFYW/pan-seared-salmon,https://img.spoonacular.com/recipes/654435-556x370.jpg,485.11,37.82,5.4,1.28,"1/4 teaspoon black pepper, 1 tbsp fresh chopped dill, 1 garlic clove sliced, 1 tbsp lemon juice, lemon wedges, 1/4 cup olive oil, 2 salmon fillets (6 oz each), 1/8 teaspoon salt","<ol><li>In a bowl combine 1 tbsp olive oil, salt, pepper, garlic, lemon juice, and dill.</li><li>Add salmon fillets. Let them marinate for 15 minutes at room temperature.</li><li>Preheat a large skillet on medium heat for 2 minutes. Add 1 tsp olive oil and then add salmon. Cook for 5 minutes per side. Salmon should be done when it flakes easily with a fork.</li><li>Transfer to plates. Serve with lemon wedges.</li></ol>"
Polish Rugelach,18,45,https://www.foodista.com/recipe/RD56YVG6/polish-rugelach,https://img.spoonacular.com/recipes/656569-556x370.jpg,217.28,12.59,6.15,24.62,"2 cups all purpose flour, 2 tablespoons cocoa powder, 1 package (8- ounce) cream cheese, softened, 1/3 cup dried cranberries, 1/3 cup dried raisins, 1 teaspoon ground cinnamon, 1 teaspoon nutmeg, 3/4 cup sugar, 1/2 cup unsalted butter, melted, 2/3 cup chopped toasted walnuts or almonds","<ol><li>For dough: Beat butter and cream cheese in large bowl until light. Add sugar; beat until fluffy. Mix in flour. Gather dough into ball and gently knead until smooth. Gather into ball and flatten wrap in plastic wrap and chill 1 hour. When ready, divide dough into four pieces.For filling: Combine  cup sugar, cranberries walnuts, butter, cinnamon, nutmeg and cocoa powder in food processor and give it a few good chops. Set aside.Preheat oven to 350 degrees.Place 1 dough piece on floured work surface. Roll out dough to about 1/8 inch thickness. Spread 3 tablespoons filling over round, leaving  - inch border. Cut round into 1/8 in. wedges. Starting at wide end</li></ol>"
Peanut Butter Cookie Bars,6,45,https://www.foodista.com/recipe/N3CCTP8Y/peanut-butter-cookie-bars,https://img.spoonacular.com/recipes/655279-556x370.jpg,846.28,55.65,24.62,79.52,"1 teaspoon baking soda, 1 cup Bran, 1/2 cup brown sugar, 1 cup Butter, melted, 2 Eggs, beaten, 2/3 cup granulated sugar, 1 cup Chunky peanut butter, Peanut butter candy pieces, 3/4 cup Rolled oats, 1 tsp vanilla, 1 cup x Plus ¼ all-purpose flour","<ol><li>Preheat oven to 375 degrees. </li><li>In a small bowl with melted butter, beat in the brown sugar, granulated sugar, peanut butter and eggs. Set aside. </li><li>In a separate bowl, combine the flour, bran, oats and baking soda. Stir mixture into butter mixture. </li><li>In a glass baking dishes, press out half of dough mixture into each. Sprinkle peanut butter candy pieces across top of dough mixture. Cook until done, testing with toothpick, approximately 19 minutes. </li><li>Cook the rest of the batter, if desired or refrigerate for another time. Remove to rack to cool.To serve, cut into bars.</li></ol>"
Crispy Tiger Prawns With Honey and Garlic Sauce,3,45,https://www.foodista.com/recipe/FDVPTDS5/crispy-tiger-prawns-with-honey-and-garlic-sauce,https://img.spoonacular.com/recipes/640844-556x370.jpg,242.47,17.19,2.93,15.78,"10 large tiger prawns, peeled and de-veined (leave tails intact), 3 teaspoons cornflour, 2 teaspoons water, 2 teaspoons light soy sauce, 1 egg yolk, lightly beaten, 1 teaspoon sesame oil, Vegetable oil for deep-frying, 1 Spring onion (green onion), sliced on the diagonal (for garnish), 2 tablespoons honey, 2 tablespoons shao hsing wine or dry sherry, 2 garlic cloves, finely diced, 5 teaspoons light soy sauce","Blend cornflour and water until dissolved Add prawns, soy sauce, egg and sesame oil and mix well Combine honey & garlic sauce ingredients in a bowl and set aside Heat oil on high heat in a wok until the surface shimmers slightly Deep-fry half the prawns for 1 minute Remove with a slotted spoon and drain on kitchen paper Repeat with the rest of the prawns Drain the oil from the wok (you can save it for later in a jar) Wipe the wok clean with kitchen paper Heat the same wok to moderate heat and add the honey & garlic sauce ingredients Simmer for about 1  minutes Add the prawns till they are hot and just cooked through Garnish with spring onion and serve immediately."
Holiday Egg Nog,4,45,https://www.foodista.com/recipe/83K63F6K/holiday-egg-nog,https://img.spoonacular.com/recipes/646833-556x370.jpg,431.97,30.34,17.74,33.35,"1/4 teaspoon of Allspice, 1/2 teaspoon of Cinnamon, 4 Egg Yolks, 1 cup of Heavy Cream, 2 cups of Milk, 1/2 teaspoon of Nutmeg, 1/2 cup of Sugar","<ol><li>Add the egg yolks and sugar to your mixer. Whip it up good until the mixture turns a light yellow color.</li><li>Now, grab your small saucepan and add to it the milk, heavy cream, allspice, nutmeg, and cinnamon.</li><li>Heat it up to just boiling and remove it from the heat. Grab about a half a cup of the hot milk and add it into the egg mixture, whisking constantly. Now add the tempered egg mixture back into the rest of your milk mixture, continuing to whisk constantly.</li><li>Put the mixture back on medium low heat and cook it until just boiling and thickened.</li><li>Pop it into a container and set it in the fridge to cool completely.</li></ol>"
Almond Ricotta Cake,16,45,https://www.foodista.com/recipe/JRG6RYFS/almond-ricotta-cake,https://img.spoonacular.com/recipes/632176-556x370.jpg,194.14,5.96,1.67,30.08,"1 1/4 cups all purpose flour, 1 teaspoon Almond extract, 1 cup sliced almonds, 1/2 cup apricot jam, 1/4 teaspoon Baking powder, 2/3 canola oil, 1 egg, 4 eggs (room temperature), 1 1/2 tablespoons lemon juice, 2 teaspoons lemon zest, 2 tablespoons milk, 1 tablespoon orange liqueur (optional), 3/4 cup 2%% ricotta cheese, 1 1/2 teaspoons rum, 1/4 teaspoon Salt, 1/4 cup +2 tablespoon sugar, cups sugar, 1 teaspoon vanilla","<ol><li>Cake:</li><li>In a large mixing bowl beat the eggs, sugar, and oil on high speed until thick and pale (about 8 minutes).</li><li>Add the ricotta , lemon juice,zest, rum, vanilla and almond extract. Mix until blended.</li><li>In a separate bowl, sift together the ground almonds, flour, baking powder and salt.</li><li>Whisk into the ricotta mixture, in 3 additions.</li><li>Pour the batter into 10"" springform pan which has been buttered and the bottom lined with parchment  paper.</li><li>Bake in a preheated  350F oven for 45-50.</li><li>The cake is done when a wooden skewer inserted in the center comes out clean.</li><li>Topping:</li><li>Increase your oven temperature to 375 F</li><li>Heat the milk and stir in 2 tablespoons of sugar.</li><li>Toss in the almonds, making sure that the nuts are coated.</li><li>In a separate bowl, blend together the 3/4 cup ricotta, egg, 1/4 cup sugar, zest and vanilla.</li><li>Spread the ricotta mixture topping over the baked cake and sprinkle with the almond slices.</li><li>Return to the oven and continue baking for 15 minutes, until the almonds are a golden brown.</li><li>Remove from the oven and spread the glaze over the almonds.</li><li>Allow the cake to cool before removing from the cake pan.</li><li>Glaze:</li><li>In the microwave or in a small pan heat the apricot jam until it starts to liquefy, it takes a minute or two.</li><li>Stir to make sure it doesn't burn.</li><li>Strain the jam if their is a large amount of pulp.</li><li>Brush gently on the baked cake.</li></ol>"
Caramel Macchiato Cake,10,180,https://www.foodista.com/recipe/RLXT55X2/caramel-macchiato-cake,https://img.spoonacular.com/recipes/637014-556x370.jpg,639.14,31.52,15.64,88.01,"⅛ cup butter, 7 oz. condensed milk ( about ½ a can), ½ cup white corn syrup, 1 tsp unflavored gelatin powder, 1 1/2 boxes chocolate cake mix, 1 cup granulated sugar, 2 cups heavy whipping cream, 10 tbsp instant coffee, 4 tbsp powdered sugar, 4 tbsp cold water","<ol><li>Make 3 cake layers: Follow the chocolate cake box instructions to make 3 layers ( add 1 boxes of mix so that you get 3 layers). Add the instant coffee directly to batter. Stir and let sit for a minutes so that coffee dissolves. Add to 3 8 inch cake pans, and bake according to box instructions.</li><li>Once cool, place large plate on top of pan and then invert so that plate is on the bottom. Tap top of pan a few times and gently wiggle and remove pan from cake. Repeat for other 2 layers. Wrap in plastic wrap and place in fridge for at least 2 hours to overnight.</li><li>Make caramel: In a small saucepan over medium low heat, add all ingredients. Stir and cook until a dark golden brown color, stirring frequently so it does not burn. Remove from heat when finished.</li><li>Make frosting: Add gelatin and cold water to a small dish. Stir. In a small saucepan, add 4 TBSP of cream and cook until just simmering. Once simmering, remove and add to gelatin. Stir and place in fridge to let set, about 10 minutes. Whip with a whisk until smooth.</li><li>In a stand mixer, add the remaining cream and sugar. and whip with whisk attachment at medium high speed until soft peaks form, it will take a few minutes.</li><li>Add gelatin mixture and whip again until frosting becomes thick and stiffer peaks form, it should only take about 30 seconds more to achieve desired fluffiness. Do no over mix. Place in fridge until ready to use.</li><li>Assemble cake: On a cake stand or tray, place first layer of cake. Add 1 cup whip cream and spread evenly over cake. Add next layer of cake. Gently press down. Add another layer of whipped cream. Place top layer of cake. Press down gently. Place in fridge for 5 minutes to let frosting set.</li><li>Add the caramel to the top layer. Pour in the middle and let drip down the sides. If needed, use a spoon to drag caramel off the sides as desired. Place in fridge for 10 minutes to let caramel set Add final layer of whipped cream to top and spread evenly on top.</li><li>Place in fridge until ready to serve.</li></ol>"
